Accession,GeneName
Q5RJN4,Ryden
Q05343,Rxra
Q66HR0,Slc12a9
P70545,Slc13a2
Q63632,Slc12a4
Q9Z0Z5,Slc13a3
P62819,S100a3
Q63633,Slc12a5
Q5RLM2,Slc22a7
Q9R1U7,Slc22a8
Q9P290,Slc22a17
Q62866,Slc19a1
P50116,S100a9
Q5XIF9,Slc25a34
Q9WUW9,Sult1c2a
Q9R141,Slc22a4
Q8VIH3,Slc28a3
Q5EB62,Slc25a46
B0K004,Slc35g3
D3Z813,Slc38a11
Q5U1X7,Slc39a3
P97524,Slc27a2
Q6P6S2,Slc39a11
Q4V887,Slc39a6
Q8K4S3,Slc45a1
Q3B8Q3,Slc38a9
P08635,Olah
B1WBU5,Sbk2
Q5RK30,Sbds
Q9Z1F2,Slc5a11
P28570,Slc6a8
Q63623,Scaf8
Q9JKE3,Scamp5
Q6R6I6,Rxfp1
P04631,S100b
Q6B345,S100a11
P55016,Slc12a1
P02634,S100g
Q07782,Slc13a1
P63083,S100a5
Q9JKM5,S1pr5
Q6AY78,Slc22a18
Q6JWR2,Slc38a7
P61621,Sec61a1
Q2A865,Slc6a19
Q9R1N3,Slc4a7
Q5BJU3,Samd14
Q6AXX4,Utp3
Q5HZY2,Sar1b
Q6AYP6,Saxo1
Q498U4,Sarnp
P31652,Slc6a4
P58295,Slc6a5
P56603,Scamp1
Q642F4,Sec22a
P37091,Scnn1g
Q5XIQ5,Sdad1
P26260,Sdc1
Q8VHI8,Bnip1
P28572,Slc6a9
P42667,Sec11a
A2RRU4,Scap
Q9WTR7,Sec11c
P53790,Slc5a1
P08104,Scn3a
Q6AY84,Scrn1
P21913,Sdhb
P11384,Sct
Q6AXV4,Samm50
Q6SLE7,Sln
P23680,Apcs
A4V8B4,Sav1
Q9ET20,Scamp4
P97943,Scarb1
Q6AY30,Sccpdh
Q9Z0K6,Scrg1
Q5BJN8,Sde2
Q920L2,Sdha
Q4V8G5,12-Sep
Q5U2S0,Rsrp1
F1LMY4,Ryr1
B0LPN4,Ryr2
P55018,Slc12a3
P35467,S100a1
P05942,S100a4
P05964,S100a6
Q9WTW8,Slc23a2
P45380,Slc26a1
Q4V8K4,Slc25a39
P0C546,Slc25a42
Q9ES38,Slc27a5
Q62674,Slc28a1
E9PT23,Slc38a10
Q924A5,Slc36a1
Q9JHE5,Slc38a2
Q5FVQ0,Slc39a8
Q6WWW3,Slc38a6
Q80ZA5,Slc4a10
Q3SWT5,Slc41a3
Q5PPJ2,Rsrc1
Q6RJR6,Rtn3
Q9Z2J9,Runx2
Q99M75,Rtn4r
Q499P8,
Q9EQZ1,Tsc22d3
Q6P9Z6,Tacstd2
Q9EQS0,Taldo1
Q9JLT7,Rax
P49743,Rxrb
Q5BJR8,Rxrg
P38983,Rpsa
Q3B7K9,Rundc3b
D3ZCL3,Snrpc
Q5BK49,Cd96
Q9WTW7,Slc23a1
P63164,Snrpn
Q6V7V2,Rtkn
Q3B8N7,Tsc22d4
Q99MS0,Sec14l2
Q9Z1J8,Sec14l3
Q9JJP0,Slc20a1
Q63089,Slc22a1
Q924C9,Slc26a3
Q9EPH0,Slc26a5
O70594,Slc22a5
O54699,Slc29a2
Q6J329,Slc25a47
Q6AXR5,Slc35a3
Q91ZR7,Slc35a4
Q5RKL7,Slc35e4
A0JPN2,Slc39a4
Q2M1K6,Slc39a13
Q9EQ25,Slc38a4
P48056,Slc6a12
P31646,Slc6a13
P31662,Slc6a17
P31214,Srd5a2
Q6AXQ0,Sae1
Q3T1J8,Rtf2
Q4QQT0,Rpusd4
Q5FVJ0,Rufy3
Q9JK11,Rtn4
Q99ND9,Rwdd1
Q8CJI3,Slc12a8
P50115,S100a8
Q63488,Slc20a2
Q52KK3,Slc25a51
O09014,Slc15a4
Q499U1,Slc25a38
Q9QZG1,Slc22a23
O88446,Slc22a3
P0C6B1,Slc35e1
Q6V7K3,Slc35b1
Q5M7A3,Slc35g2
Q3KR82,Slc39a9
A2VCW5,Slc38a5
B5MEV3,Slc52a2
Q08469,Slc6a15
Q6RI88,Slc4a5
P36394,Sry
P60868,Rps20
Q5XIS1,Ssh3
P63326,Rps10
P62282,Rps11
P15589,Sts
Q7TQ82,Mrps10
Q5PQR4,Rsrc2
Q5RJZ1,Rtel1
P62501,Tsc22d1
Q99PE6,Smim3
Q6AYB5,Srp54
Q700K0,Sspo
P62853,Rps25
P62268,Rps23
P24051,Rps27l
P27952,Rps2
P05426,Rpl7
P17077,Rpl9
Q6AXU4,Rnf181
Q6SA80,Rnd3
O54888,Polr1b
Q9Z1C7,Rapgef4
Q6AYF1,Mapkap1
A0A0G2JZ79,Sirt1
Q6P6G7,Rsl24d1
Q568Y3,Rnf185
Q9Z1C8,Rapgef3
Q5JCS6,Sipa1l2
Q5M882,Pop4
P13839,Ibsp
P63324,Rps12
Q76EQ0,Srr
Q09167,Srsf5
G3V6S8,Srsf6
Q5PPI1,Srsf9
P17074,Rps19
P07153,Rpn1
O70276,Rpe65
O35412,Sipa1l1
B0BN70,Smim7
P62271,Rps18
Q5RK00,Mrpl46
O55004,Rnase4
P0C2B9,Mrpl42
Q9EPZ8,Rnf103
Q8VD89,
Q66H15,Rmdn3
Q920M2,Rnf39
O88846,Rnf4
Q5GAL7,Rnase13
P00684,Rnase1
Q8CGS5,Elac2
Q4V7D2,Rogdi
Q6URK4,Hnrnpa3
B2RZ55,Sirt7
Q498C7,Smim14
Q5RKI9,Mrrf
Q5U4F0,Rrp8
Q62868,Rock2
P47709,Rph3a
Q5BK64,Rpp40
Q5PPN2,Rpp25
Q02734,St3gal3
Q499V8,Sarg
Q4KM74,Sec22b
B2GV06,Oxct1
P15390,Scn4a
P27615,Scarb2
P23811,Sctr
Q5M9F8,Scyl1
Q5XI05,Sel1l2
Q9R2C1,Serp1
Q5I0M0,Setmar
O08651,Phgdh
Q9R168,Sfrp1
G3V6U9,Setd3
P02780,Scgb2a2
Q4KLN0,Sdcbp2
Q6TUF2,Sdhaf3
P34900,Sdc2
P63301,Selenow
B0BNF1,8-Sep
Q5M819,Psph
Q5FVJ8,Senp8
Q63624,Scaf1
B0BNA1,Sh3yl1
Q4KLL0,Tcea1
Q00954,Scn1b
P04775,Scn2a
O35314,Chgb
Q5XIJ9,Oxct2a
P10362,Scg2
P01159,
Q7M730,Scn4b
Q5XFW8,Sec13
Q9ERS8,Sebox
Q6AYL5,Sf3b4
Q5BJL5,Sbno1
P53792,Slc5a2
P31643,Slc6a6
Q62968,Scn10a
Q62991,Scfd1
P21581,Kitlg
Q8K3P6,Slc25a25
Q6AYR8,Scrn2
Q5M954,Tsen2
P29457,Serpinh1
D3ZF42,Senp7
Q5EB96,1-Sep
Q8CHN6,Sgpl1
B2GUZ2,Ska3
Q499W2,Gins4
A1A5Q6,Smok
P97690,Smc3
Q8K1P7,Smarca4
Q6P6S0,Snap47
O88397,Slco1a5
Q9QZX8,Slco1b2
P85969,Napb
Q9JHI3,Slco2b1
Q6AYR4,Tor2a
P0C7W2,Tor2a
Q9JJM9,5-Sep
D3ZTD8,Sema5a
Q63548,Sema3a
Q9WU34,3-Sep
O35964,Sh3gl1
Q06226,Sgk1
O35750,Shox2
Q9JLU4,Shank3
Q6AYC8,Sh2d4a
Q6PEC4,Skp1
Q62876,Syngr1
O70437,Smad4
Q5BK61,Snx20
Q70EX6,Slc10a6
P70502,Slco1a3
Q4V896,Snx15
Q9QX78,Socs1
Q63175,Serinc5
P0DJJ3,Sgip1
Q5M824,Shc1
P0C5J9,Shkbp1
Q62985,Sh2b1
B0BN28,Ska1
P26433,Slc9a3
Q9EQN5,Ighmbp2
Q9JMD2,Sfmbt1
Q63553,Snrk
Q68FX5,Snapc2
O70377,Snap23
Q9WVC0,7-Sep
D3ZL52,Pheta1
Q5U3Y7,Tmem97
Q6P6R7,Sgsm3
O35179,Sh3gl2
P59622,Sla
Q9WVC1,Slit2
Q7TSX5,Sgms1
Q9Z2P6,Snap29
Q9WTL3,Sema6c
Q6TXG9,Sfr1
Q4FZV2,Sft2d2
Q9JLS4,Sfrp4
P35248,Sftpd
Q9JHY2,Sfxn3
P0C606,Sgf29
Q9Z200,Sh2b2
P50745,Sh2b3
Q6YAT4,Sgce
Q4V7G1,Skap1
Q80ZG5,Slu7
Q9Z1M9,Smc1a
P25236,Selenop
Q7TNK0,Serinc1
O70141,Sema6b
Q63627,Scaf4
Q63965,Sfxn1
Q9R0C9,Sigmar1
Q99P55,Sgpp1
B0BN85,Sugt1
P08689,Shbg
O70142,Shc2
Q4L208,Slc9a8
P26431,Slc9a1
Q5PQS6,Smg9
Q80Z70,Sel1l
Q6R556,Scgn
Q1H5H1,Selenot
Q9EQE1,Senp2
Q6AXT8,Sf3a2
Q8VHV8,Selenos
Q80W98,Sgtb
B2RYR0,Rnf168
Q5BK46,Rnaseh1
Q5U209,Rnaseh2a
Q6AYK1,Rnps1
O55005,Robo1
Q6MFY5,Znrd1
F1M386,Rapgef2
Q3T1I9,Rpap1
P18665,Mrpl3
O70418,Rnf112
Q6J1I7,Rnf166
O88828,Polr2f
Q5PQK1,10-Sep
Q923V8,Selenof
Q91Y81,2-Sep
O70143,Shc3
O35180,Sh3gl3
B2RZ59,Sh2d1a
O54880,Rph3al
Q4G055,Rnpc3
Q5U2W9,Rnls
Q5GAL8,Rnase12
Q8VD88,Rnase1d
Q4KLL5,Ropn1
Q5XIL3,Polr3c
O54889,Polr1a
A8WCG0,Serinc4
Q9WVR3,Inppl1
Q9QX74,Shank2
P61131,St3gal4
Q64686,St6galnac3
Q9Z143,Sema4f
A0MZ67,Shtn1
Q8R4V0,Sgk3
Q11205,St3gal2
Q07977,St8sia2
P82450,Siae
Q920G0,Skap2
Q9R1V3,Smad5
B3GNI6,11-Sep
Q9QZR6,9-Sep
D3ZTQ1,Sfswap
Q4V8A9,Pomk
Q05702,Scgb1c1
Q9WV48,Shank1
Q6AYI5,Shoc2
Q925Q9,Sh3kbp1
Q5PQP5,Slx1b
D3ZSK5,Setd6
Q5U3Y5,Sft2d1
P08427,Sftpa1
Q9JHB9,Scgb2a1
Q71F54,Sh3rf1
Q9JJS5,Sh3bp4
Q498M5,Sh3rf2
P97573,Inpp5d
Q5EBA1,Supv3l1
P0C6B8,Svep1
P0C0A9,Svip
P22006,Svs2
P04812,Svs5
P50475,Aars
P15178,Dars
Q9Z0J5,Txnrd2
P32821,
P27435,Tpsab1
Q6IRE4,Tsg101
Q9Z0R7,Tas1r2
Q923K1,Tas1r3
Q99PK0,Xab2
Q505J8,Farsa
Q568Y5,Tspan11
Q5FVL6,Tspan13
Q5U1V9,Tspan31
Q68VK5,Tspan5
Q9JHB5,Tsnax
B2RYD6,Ttc30b
Q4V7F0,Ttc23
Q66H45,Ttc36
Q6P3V7,Ttc41
Q5BK48,Ttc5
Q9QXU2,Surf1
D3ZX08,Aars2
Q8R455,Trpm8
O70608,Sycp2
O89049,Txnrd1
P00762,Prss1
P08426,Try3
O35094,Timm44
B1WBT0,Tmem232
Q68FS7,Tmem183
A6ZIQ8,Tmem38a
Q496Z4,Tmc4
B0BN86,Tmem11
D3ZTX0,Tmed7
B1H278,Trim11
B2GUX4,Usp21
Q9R085,Usp15
Q6J1Y9,Usp19
D3ZU96,Usp42
Q499N6,Ubxn1
Q5HZY0,Ubxn4
Q00981,Uchl1
Q64638,Ugt1a5
P08430,Ugt1a6
Q9QYG8,Uck2
Q64634,Ugt1a8
P36511,Ugt2b15
Q64550,Ugt1a1
Q9ES53,Ufd1
Q9R283,Trpc2
Q569C3,Usp1
Q9JJP9,Ubqln1
Q68FV8,Ubtd1
B9TQX4,Ucma
Q91WW1,Ucn2
Q64633,Ugt1a7c
P08541,Ugt2b
Q62789,Ugt2b7
P20720,Ugt1a2
P19488,Ugt2b37
Q5BJP3,Ufm1
O70199,Ugdh
Q62770,Unc13c
P09916,Ghrh
P18897,Smr2
Q99M63,Smu1
Q9WU11,Snurf
Q9QYE2,Slco1a6
Q9JKL7,Srek1
P28646,Sstr1
Q9WUD9,Src
P13668,Stmn1
P50237,Sult1c1
G3V7P1,Stx12
P61765,Stxbp1
Q925B3,Trpm7
O35433,Trpv1
Q9ERZ8,Trpv4
Q9R186,Trpv6
Q03410,Sycp1
Q5EB66,Triqk
Q9WV59,Trim17
Q5RKG6,Trim35
Q6QA27,Trim44
Q5M934,Trub1
P48763,Slc9a2
Q9Z0X2,Slc9a5
P84025,Smad3
P61808,Snn
P60042,Sst
Q99N27,Snx1
Q7TQM4,Soat2
O35913,Slco1a4
Q68G38,Tor1a
Q99N02,Slco3a1
Q99N01,Slco4a1
O70536,Soat1
Q5M936,Tor3a
O88582,Socs2
O88583,Socs3
P07895,Sod2
Q3B7D2,Sptlc2
Q9QWN8,Sptbn2
Q4G019,Sptssa
Q67ET1,Tas2r106
Q9JKT9,Tas2r107
Q675B9,Tas2r109
Q6QGW5,Sra1
D4A208,Srgap2
O35413,Sorbs2
P04917,Srgn
P30680,Sstr2
P51650,Aldh5a1
Q7TPJ0,Ssr1
O70257,Stx7
Q9Z158,Stx17
P07631,
Q5M962,Tmem204
Q6GV27,Tmem225
Q3T1H8,Tmem79
Q6AYS5,Tmem98
Q5I0H4,Tmco1
A0JPQ4,Trim72
P82458,Mid1
Q6MFZ5,Trim39
Q4V7E0,Trmo
Q6RI86,Trpa1
Q9JMI9,Trpc3
Q05474,Fau
F1M625,Usp46
B1WBM3,Tmem138
Q8VHJ4,Tmprss11d
Q6IE14,Tmprss11bnl
Q9EQT5,Tinagl1
P69526,Tmprss9
Q3KRD5,Tomm34
O70277,Trim3
Q9QX01,Trpc1
Q6P502,Cct3
Q5EAN7,Terf2ip
Q63572,Tesk1
Q3B7D3,Tctn2
P15242,Testin
Q561R7,Gtf2h3
P18113,Thrb
Q9ERH3,Wdr7
P07871,Acaa1b
P97532,Mpst
P59924,Thoc1
Q6AY94,Timmdc1
O08629,Trim28
Q3MHU3,Tdrd9
Q4V8G8,Tekt3
Q6AXV2,Tekt4
Q5XIE1,Them6
Q9R037,Wdr44
P49430,Tbxas1
Q5XI22,Acat2
Q8CHN3,Wfdc2
O55145,Cx3cl1
P24155,Thop1
Q5XIB9,Tifa
P27590,Umod
Q8R5K5,Utp11
D3ZND0,Uvssa
Q63ZY7,Uxt
Q5PQX0,Uxs1
Q5J3L7,Vom1r93
Q5J3M4,Vom1r94
Q5J3L4,Vom1r96
Q5J3M9,Vom1r97
Q5J3E5,Vom1r98
Q00788,Avpr2
P63025,Vamp3
Q9JHW5,Vamp7
Q3KR59,Usp10
Q2KJ09,Usp16
Q4VSI4,Usp7
Q6IE24,Usp54
Q91Y78,Uchl3
P56500,Ucp2
P09875,Ugt2b1
B2GV24,Ufl1
Q5XIB4,Ufsp2
Q9JLA3,Uggt1
Q9Z1A5,Nae1
F1LW30,Unc5d
P36407,Trim23
F1LP64,Trip12
D3ZJ96,Usp28
Q62671,Ubr5
P0C627,Ubxn2b
Q64637,Ugt1a3
P56499,Ucp3
P08542,Ugt2b17
Q6BBI8,Ufc1
Q62769,Unc13b
Q566D0,Upk1b
Q3T1I3,Ushbp1
P29598,Plau
Q9QZQ4,Uts2
Q5J3K9,V1ra14
P30560,Avpr1a
P48974,Avpr1b
Q80W92,Vac14
Q9Z269,Vapb
Q3MIE4,Vat1
Q9Z270,Vapa
P62815,Atp6v1b2
P54100,Vav1
Q810I1,Trim50
Q5BK82,Trim69
Q5BJT2,Ubl3
Q5U349,Usp2
P55090,Ucn
P04633,Ucp1
Q9R189,Unc13d
P0CD94,Uqcc3
A0A0G2JXN2,Trim46
P62603,Trim26
Q6AY46,Trmt61a
B2GV38,Ubl4a
P49616,Plaur
D4A666,Ubn2
Q5D006,Usp11
Q8R512,Ubxn11
Q5XIP4,Ubqlnl
P20788,Uqcrfs1
P36510,Ugt2a1
P97830,Uncx
Q62768,Unc13a
P97689,Slc14a1
P41542,Uso1
A2RRU3,Utp15
Q4KLZ6,Tkfc
Q6AY76,Tmem248
D3ZFW5,Tmem107
Q5U2X7,Timm21
Q66H44,Tmem39b
B0BNG2,Tm6sf2
P50753,Tnnt2
P86091,Tmprss7
Q9Z2P3,Tnfsf4
Q91ZY8,Trim9
Q76LT8,Usp48
Q2TL32,Ubr4
Q32PZ3,Unc45a
O08721,Unc5a
B5DFN3,Uqcc2
P17559,Scgb1a1
Q761X5,Unc5c
Q5FVI6,Atp6v1c1
Q6PCU2,Atp6v1e1
Q9JLZ9,Vax2
F1LM93,Yes1
P16612,Vegfa
P31000,Vim
Q5J3F6,Vom1r90
Q5J3N1,Vom1r92
Q5J3G9,Vom1r95
Q5FVL0,Atp6v0d2
Q794C0,Atp6v0e1
Q5EB76,Atp6v0e2
Q62666,Slc18a3
Q63666,Vamp1
P63045,Vamp2
Q9Z2J5,Vamp5
Q8CF97,Vcpip1
P20156,Vgf
P35000,Vipr2
O88496,Ggcx
P62762,Vsnl1
Q6TEK4,Vkorc1
Q62764,Ybx3
Q6AYE4,Atp6v1c2
P50408,Atp6v1f
P63081,Atp6v0c
Q9JM00,Vax1
P29534,Vcam1
P81155,Vdac2
Q9R1Z0,Vdac3
P13053,Vdr
O35251,Vegfd
P41244,Vegp2
O35485,Vegfb
Q5I0I5,Usb1
Q8K3K1,Ush2a
Q62668,Slc14a2
Q9JI12,Slc17a6
Q7TSF2,Slc17a8
P30083,Vipr1
P0C0A1,Vps25
O55166,Vps52
D3ZPG5,Usp30
B2GUZ1,Usp4
P49684,Uts2r
P53767,Flt1
Q64259,Vhl
Q01827,Slc18a2
O55227,Unc50
O08722,Unc5b
Q63615,Vps33a
P62961,Ybx1
Q62634,Slc17a7
O35458,Slc32a1
P01283,Vip
P98166,Vldlr
Q91ZQ0,Vmp1
P09118,Uox
Q63665,Usf2
Q765I2,Uts2b
O08775,Kdr
P85972,Vcl
Q5BLX8,Wdr83
Q5RKI0,Wdr1
Q6P689,Wls
P0C644,Ppip5k1
Q9Z1A6,Hdlbp
Q91ZT1,Flt4
Q6TEK3,Vkorc1l1
Q6QZQ4,Vmac
B5DEN9,Vps28
F1LSG8,Vps50
Q793F9,Vps4a
Q9JMK8,Vps54
Q4KLY3,Vsig1
P61480,Wdr12
Q499N3,Wdr18
A1L112,Wdr55
F1LTR1,Wdr26
Q8CG07,Wrnip1
Q505J3,Wscd1
Q9JHC6,Wisp2
Q9JIH7,Wnk1
P49952,Wt1
Q9R1S4,Xbp1
P22985,Xdh
O08625,Syt10
Q925B4,Syt8
Q62807,Syt17
Q7TQ84,Fyttd1
P37377,Snca
Q63544,Sncg
Q9QZE9,Tmem150a
Q5XIA2,Szrd1
Q6AYA5,Tmem106b
Q5M948,Taf1d
Q5BJQ7,Tada1
Q63801,Taf6
Q5XFX0,Tagln2
O88664,Taok1
Q6P9T8,Tubb4b
Q66HA4,Tax1bp1
Q6AYZ1,Tuba1c
P83888,Tubg1
Q5PQK8,Tbrg1
Q5XII5,Wrap53
Q5I2P1,Tbx5
Q9WVJ4,Synj2bp
Q5XHY3,Tex19.1
P47861,Syt5
O08835,Syt11
Q5PQK4,Uimc1
Q67ET7,Tas2r3
Q923Y2,Taar7a
Q923X8,Taar7b
Q5QD21,Taar7c
Q923Y0,Taar8c
Q5QD25,Taar2
P37805,Tagln3
Q6AY56,Tuba8
P68370,Tuba1a
Q6P9V9,Tuba1b
P21707,Syt1
Q812E4,Sytl5
P50232,Syt4
Q68FW7,Tars2
Q62747,Syt7
Q925C0,Syt9
P56572,
P56573,
P56575,
P56576,
Q7TPK1,Uhrf1
P81828,
Q568Z0,Tcp11l2
Q7TQ79,Tmem170b
Q5RJK0,Tmem106c
Q9JKT7,Tas2r13
Q9EQL5,Tm4sf4
Q80YE2,Trp53inp1
Q4QRB4,Tubb3
A6H909,Tbpl2
Q5CD77,Tbc1d14
Q7TST9,Tbx3
Q63754,Sncb
Q5I0L3,Yars2
Q5HZA9,Tmem126a
Q9JKU0,Tas2r16
Q923X6,Taar7e
Q923Y1,Taar7g
Q923X9,Taar8a
Q923Y3,Taar8b
Q9JKE9,Tas2r7
P21643,Tdo2
Q923Y5,Taar6
Q923Y6,Taar9
Q5BKE0,Taf9
Q4V8F5,Tada3
Q9JLS3,Taok2
P97831,Twist2
P63281,Ube2i
Q63429,Ubc
P63149,Ube2b
Q4KM49,Yars
Q4VHE7,T2r38
Q67ER9,Tas2r39
Q76HP2,Tmem132d
Q5RJR2,Twf1
Q924B5,Tex101
Q8VHQ7,Sytl4
Q925B5,Syt13
Q63285,Uhmk1
Q6MG21,Vars2
Q5HZE2,Tmem120a
Q68FV0,Tmem178a
Q4QQS1,Tmem184a
Q6AY96,Gtf2f1
Q66MI6,Tsga10ip
O08950,Gtf2a2
Q3B7U2,Taf1a
D3ZYB7,Taf1b
Q6AYE3,Tada2a
Q62880,Taf9b
Q80WF4,Tmem132a
Q4QQS2,Ttc30a2
Q01750,Gtf2f2
Q67ET0,Tas2r4
Q923Y9,Taar1
P85108,Tubb2a
Q68FR8,Tuba3a
Q5XIM9,Cct2
B0BNK8,Tent5b
P59926,Syt15
Q5XHY5,Tars
Q04462,Vars
P81827,
P83121,
B5DFH9,Tmem150c
Q810F5,Tmem184c
B2RZD2,Tmem126b
Q4G068,Tmem176a
Q7TMP6,Tmem255a
Q9JKE7,Tas2r41
P31232,Tagln
Q68FQ0,Cct5
Q6AY86,Vps26a
Q91Y53,Dnttip1
Q5BK83,Tmem106a
Q925D4,Tmem176b
P69897,Tubb5
Q6DG50,Tbkbp1
P0DKR2,Tcaim
D3ZT37,Tceal7
Q9R0D6,Tcn2
Q5XIC7,Tceanc2
P83868,Ptges3
O08653,Tep1
Q02445,Tfpi
Q99376,Tfrc
P38438,Tgfbr2
Q67ET2,Tas2r40
Q8CHM3,Tp53inp2
P34978,Tbxa2r
Q923X5,Taar7d
Q923Y4,Taar7h
Q5QD24,Taar3
Q923Y7,Taar4
Q5QD23,Taar5
Q6P773,Taf1c
Q5U1X0,Taf11
M0R7X9,Tafa5
Q5XIF6,Tuba4a
Q5PPP3,Tceal1
Q9QYV1,Tmeff1
P62916,Gtf2b
Q5U2T7,Tfb2m
Q9WUF4,Vamp8
P84889,Vangl2
O54715,Atp6ap1
Q9Z2L0,Vdac1
P20289,Vegp1
O35757,Vegfc
Q5XI52,Vezt
Q01818,Slc18a1
Q5GH61,Xk
Q9JI51,Vti1a
P58200,Vti1b
Q5PQQ2,Wbp11
Q7TPK6,Wnk4
Q9R0I6,Xiap
Q9QXQ5,Wnt4
Q6IN36,Wipf1
Q99MA2,Xpnpep2
B5DEQ3,Xpnpep3
Q9ESZ0,Xrcc1
Q3MIF4,Xylb
Q63751,Bpifb9
B5DEK8,Vopp1
Q501W4,Vtcn1
P04276,Gc
Q5FVP5,Wdr89
Q63802,Wee1
Q9EPI0,Xylt2
Q5U2Y0,Wdr45
Q5GH60,Xkrx
Q5HZF2,Wbp4
P51672,Xcl1
Q5GH57,Xkr6
O54975,Xpnpep1
P0C0A2,Vps36
B2RZ78,Vps29
O08700,Vps45
Q642A6,Vwa1
A1A5Q7,Vwa3a
Q75WE7,Vwa5a
Q62935,Vwf
P01174,Wap
P0C1G7,Wbp1l
Q80X08,Washc2
B2RYI0,Wdr91
Q4V8C4,Wdr5b
Q498M4,Wdr5
Q6AY57,Wipi2
Q810W9,Whrn
Q5GH59,Xkr4
Q71LX6,Xirp2
Q9QXQ7,Wnt5a
Q5FVN8,Wdsub1
Q80U96,Xpo1
P25286,Atp6v0a1
Q5M7U7,Vstm5
Q6MG64,Vwa7
B2RYF7,Washc1
O08816,Wasl
Q8R478,Wbp2
D4A929,Wdr81
Q5BJU7,Wasf1
Q9Z0G8,Wipf3
Q99PP0,Wisp1
Q6IN38,Wif1
Q498E2,Tdrp
Q6IMG9,Tepp
Q673L6,Tert
O08949,Gtf2a1
Q811P6,Tfb1m
Q63505,Gtf3c1
A0JN27,Gtf2h2
P42533,F3
Q07258,Tgfb3
Q5J3L6,Vom1r100
P19814,Ttgn1
Q4V7A0,Wdr61
Q4KM51,Tefm
Q8VHT8,Gtf3a
B2GUY2,Tfr2
P23606,Tgm1
P26342,Tgfbr3
Q99PD6,Tgfb1i1
Q5J3K5,Vom1r102
D4A5U3,Tgm3
P01134,Tgfa
Q99041,Tgm4
P85107,Tgs1
P35577,Serpina7
Q5PQR6,Thegl
Q5EB92,Wdr70
P14730,Wfdc18
O70280,Wfdc1
P17764,Acat1
Q8CGV7,Thtpa
Q6IE40,Wfdc12
P21775,Acaa1a
Q68FX7,Thoc5
Q6P3E0,Thyn1
P04143,Thrsp
P30121,Timp2
P48032,Timp3
Q5U1Y0,Tmem192
Q66HF2,Tm9sf1
Q5U3Y9,Tmem218
Q494T4,Tmem54
P19332,Mapt
Q5PQJ7,Tbcel
Q3ZBA0,Tecpr1
Q6AYM2,Tekt2
Q642B6,Thap4
Q5M965,Thg1l
P18292,F2
P97615,Txn2
Q6AY87,Thoc6
B1WC39,Tigd5
Q9R1R4,Tdrd7
P41224,Tef
Q63616,Vps33b
Q05546,Tnr
Q2LAP6,Tes
F1M5M3,Tex14
Q5XIV0,Tent5c
Q6AXY3,Tex29
P21677,Tcf3
P80204,Tgfbr1
Q4QR99,Qtrt1
Q5U208,Thap1
Q566R0,Them4
Q4V8G4,Wdr78
Q6IE41,Wfdc9
P0C172,Pth2
D3ZYP5,Tmem35b
Q497B2,Tmem45b
P17431,Zfp36l1
Q5BJP5,Tmem230
P13413,Tnni1
P0C5J5,Wfikkn1
P13437,Acaa2
P06882,Tg
Q5M7T9,Thnsl2
P63003,Tle5
O35093,Timm23
Q5M826,Tmem140
Q5QSK2,Tmprss11g
P06767,Tac1
D3ZXD8,Tmem245
A4F267,Tomm40l
Q5XI00,Tcp11
P63029,Tpt1
P28480,Tcp1
Q924U5,Tesk2
P46462,Vcp
Q5U2Y8,Tex44
Q62850,Vom1r105
A6N6J5,Wdr35
O35092,Timm17a
Q6UK00,Tmem159
Q2MHH0,Trarg1
Q3KRE8,Tubb2b
Q5FVQ9,Tbce
D3ZJK7,Tbx6
Q5U2W5,Tbl3
B5DFA1,Tbc1d2
Q6PEC1,Tbca
Q5FVR8,Tbccd1
Q5XIF1,Tcta
Q99JD2,Tekt1
Q9R1K2,Tenm2
Q5XI83,Vps35l
Q4V8I3,Tns4
A0JPP5,Tex47
Q63302,Tfec
Q07257,Tgfb2
Q5J3M3,Vom1r101
Q6F6B3,Tanc1
Q53UA7,Taok3
P36370,Tap1
P36372,Tap2
Q63396,Sub1
Q09030,Tff2
Q03191,Tff3
Q9Z2Y1,Timeless
P30120,Timp1
Q5BK38,Tmem156
Q6AY05,Tmem175
A1L1L2,Tmem214
Q5U220,Tmem254
Q66H28,Tmem206
P23693,Tnni3
Q9ESE2,Tnfsf11
P07174,Ngfr
Q8K3Y7,Tnfsf15
P16599,Tnf
Q5PQX1,Tor1aip1
P41516,Top2a
B7SBD2,Tox3
Q99PM1,Tox4
B5DF45,Traf6
Q8R2H7,Trak2
Q5U2T1,Tlcd1
B0BNF0,Tmem86b
Q66HG5,Tm9sf2
Q5U2R4,Trmt10c
Q91ZW6,Tmlhe
Q6AY25,Tmed3
Q5I0E7,Tmed9
Q6AXW8,Tmem81
P70567,Tmod1
P70566,Tmod2
Q7TQP6,Tnni3k
Q7TNB2,Tnnt1
D3ZF92,Tnfrsf21
P15725,Tnfrsf4
Q75Q39,Tomm70
D4A615,Tonsl
Q9QX75,Trdn
P01150,Trh
Q496Z9,Trmt1l
Q07141,Tle4
Q9WVA1,Timm8a
P62078,Timm8b
Q5FVM1,Tmem231
F1LM81,Tom1l1
Q8CH01,Tac4
Q4V899,Tmem165
Q5HZE5,Tmem17
Q6DGF8,Tmem18
Q6P726,Tmem19
Q5BK85,Tmed1
Q9ESC2,Tnmd
